capacity,current_occupancy,occupancy_rate,empty_beds,is_full,food_needed,water_required,kits_per_person,volunteers_per_person,medical_kits,volunteers_required
94,69,0.7340425531914894,25,0,509,885,0.5597853860162064,0.5307440102221737,38,37
453,409,0.9028697571743929,44,0,3576,5421,0.8536335977387359,0.2639165450123928,346,108
772,663,0.8588082901554405,109,0,6650,5568,0.6900910084897836,0.5757233394786991,455,380
542,386,0.7121771217712177,156,0,3918,4787,0.7368241792451755,0.2854374554032001,280,112
890,682,0.7662921348314606,208,0,5985,6533,0.8815885307629756,0.5164490387707348,599,352
407,348,0.855036855036855,59,0,2628,4378,0.7278394982786383,0.5127601240616246,254,177
810,745,0.9197530864197531,65,0,4882,10239,0.5948537496339514,0.2959236887164053,437,219
758,467,0.6160949868073878,291,0,3900,5765,0.8679863184007202,0.5417689669433778,406,252
159,59,0.3710691823899371,100,0,508,813,0.788654214794058,0.3443425062032188,49,19
527,295,0.5597722960151803,232,0,2736,3379,0.8852657151954585,0.4325034813964097,262,128
535,414,0.7738317757009345,121,0,3614,5119,0.8374873494452318,0.34057335345672235,347,141
698,455,0.6518624641833811,243,0,2749,4356,0.5640004051440606,0.3426993113208088,256,157
597,554,0.9279731993299832,43,0,5656,4444,0.7872479281446877,0.2541424158227373,437,139
290,251,0.8655172413793103,39,0,2145,3228,0.7836612474458876,0.4711923133261546,197,115
99,47,0.47474747474747475,52,0,394,609,0.8603651868176161,0.5822938375949884,40,24
308,156,0.5064935064935064,152,0,1669,1829,0.7734084066827409,0.4797882622061497,120,76
595,330,0.5546218487394958,265,0,2965,3064,0.8141747412037088,0.40885409662978023,268,133
397,215,0.5415617128463476,182,0,1983,2868,0.7292010794383841,0.2550411171412445,153,54
870,187,0.2149425287356322,683,0,1885,1944,0.6465468190274735,0.31919372985394134,118,58
166,56,0.3373493975903614,110,0,579,703,0.558307771175298,0.4087347714257433,31,23
389,51,0.13110539845758354,338,0,327,715,0.6649260461791371,0.5191728182426981,33,25
132,45,0.3409090909090909,87,0,471,531,0.640405651046965,0.46936622301143893,28,24
827,399,0.48246674727932287,428,0,2853,3386,0.7213708126912318,0.5640853875525598,285,225
426,114,0.2676056338028169,312,0,1120,1169,0.8530502301119347,0.4275761606650371,101,49
63,39,0.6190476190476191,24,0,244,324,0.7768742923192634,0.4507779430245381,29,18
573,395,0.6893542757417103,178,0,4245,4043,0.8645491779887176,0.30770188458010855,344,121
88,63,0.7159090909090909,25,0,643,662,0.6505508956957422,0.28690869458761653,44,17
172,90,0.5232558139534884,82,0,639,1083,0.88885355480479,0.5158432680741127,80,46
740,659,0.8905405405405405,81,0,6420,5950,0.8601133120159599,0.30940358410096624,567,204
555,332,0.5981981981981982,223,0,2324,3966,0.585178639464675,0.5492252941835527,195,184
741,390,0.5263157894736842,351,0,3411,3816,0.8794945825317466,0.2618531889401398,343,100
864,577,0.6678240740740741,287,0,5087,7151,0.8014768140476085,0.4141101473827598,465,237
263,172,0.6539923954372624,91,0,1492,2245,0.6561538212457048,0.30367804747576027,112,50
680,458,0.6735294117647059,222,0,3399,6093,0.7633248975201358,0.3005673431447482,351,136
649,620,0.9553158705701078,29,0,3810,6235,0.8247339415963084,0.5871979199573749,513,364
206,114,0.5533980582524272,92,0,1199,1280,0.6478464133649738,0.4478377086913407,76,52
560,41,0.07321428571428572,519,0,427,474,0.5689768801416101,0.593754599677478,20,25
904,55,0.06084070796460177,849,0,427,447,0.6286786539769018,0.370585964439606,36,20
683,98,0.14348462664714495,585,0,1036,1143,0.6164353074400593,0.5562824311535721,60,54
131,108,0.8244274809160306,23,0,1173,1489,0.605971513774257,0.36462452850433624,66,40
58,58,1.0,0,1,437,596,0.6565159995138773,0.3820564823846,37,23
540,95,0.17592592592592593,445,0,945,1089,0.7800825761481656,0.2751345402597839,75,26
463,393,0.8488120950323974,70,0,3023,4929,0.638654375511466,0.3373546803724722,252,131
965,350,0.3626943005181347,615,0,2834,2933,0.6865510522200321,0.30181253855749157,239,106
187,89,0.47593582887700536,98,0,923,1081,0.5533226379657619,0.516419113251879,49,45
77,49,0.6363636363636364,28,0,346,497,0.8839515812077947,0.5254838576241332,43,26
544,526,0.9669117647058824,18,0,3266,6643,0.6647219072006855,0.3590751557305824,349,190
826,356,0.43099273607748184,470,0,2989,3256,0.6030654763256741,0.38066894778039495,212,135
101,97,0.9603960396039604,4,0,970,831,0.5903509566661298,0.48431173583391207,59,48
912,203,0.2225877192982456,709,0,1993,2315,0.6486583965391969,0.37925072370823976,133,76
506,331,0.6541501976284585,175,0,3543,4172,0.6589764606877356,0.2814016023283271,217,92
557,373,0.6696588868940754,184,0,3433,4877,0.8868191603228777,0.5151002466327728,331,191
839,459,0.5470798569725864,380,0,3286,4858,0.5850220369128881,0.2584248388184457,266,119
589,501,0.8505942275042445,88,0,3433,6746,0.5717415359778018,0.26719520439921024,287,134
206,97,0.470873786407767,109,0,776,1103,0.7601650211389209,0.4796859958318654,73,46
602,195,0.3239202657807309,407,0,1972,2639,0.7848202218371355,0.30112575140302394,150,60
279,183,0.6559139784946236,96,0,1988,2462,0.7320275767202655,0.2643348083598024,134,49
438,149,0.3401826484018265,289,0,1446,1512,0.799613817871235,0.4833643497770921,119,73
630,518,0.8222222222222222,112,0,5360,6777,0.7187199047529056,0.5631088211906256,369,292
111,84,0.7567567567567568,27,0,654,786,0.8062603658485586,0.5925541377246141,66,49
107,33,0.308411214953271,74,0,279,327,0.8737873519879877,0.4942842791889346,31,17
971,355,0.36560247167868176,616,0,2921,2939,0.8089372734579034,0.44608721064434603,287,159
588,33,0.05612244897959184,555,0,334,305,0.6914719023488175,0.30578308611082733,20,10
773,600,0.7761966364812419,173,0,4074,5537,0.683441784512197,0.27954487492896296,409,170
506,424,0.8379446640316206,82,0,4195,4905,0.7862810542834953,0.40398757664388285,331,171
520,408,0.7846153846153846,112,0,4402,4265,0.8587808641407384,0.48873124151027114,351,196
374,332,0.8877005347593583,42,0,3366,4541,0.844363186877329,0.40974356578775795,280,135
909,222,0.24422442244224424,687,0,2020,2008,0.5744434065087691,0.3090200453229631,124,68
694,360,0.5187319884726225,334,0,3307,3388,0.7491822471563598,0.40728641280901967,272,144
721,549,0.7614424410540915,172,0,3337,5379,0.7003649679907606,0.2986000753623377,384,164
896,503,0.5613839285714286,393,0,4791,4811,0.7091773414233582,0.5005431626009613,356,252
78,69,0.8846153846153846,9,0,539,628,0.7395625818890839,0.5543806869924581,52,39
133,48,0.3609022556390977,85,0,446,393,0.5838426093085421,0.47704174401121013,27,21
599,311,0.5191986644407346,288,0,2847,4111,0.7191821720462415,0.3640452666214521,222,113
948,900,0.9493670886075949,48,0,7833,7839,0.6575740465777806,0.38630937560763845,589,347
422,421,0.9976303317535545,1,0,4159,5733,0.666064182328582,0.29310097247696965,280,123
945,357,0.37777777777777777,588,0,2663,4633,0.6789130650455267,0.5833189250198325,241,209
157,114,0.7261146496815286,43,0,1030,1339,0.6977839721403829,0.33498774295955513,81,39
167,93,0.5568862275449101,74,0,739,907,0.6262587787139081,0.3362716027473971,58,29
884,161,0.18212669683257918,723,0,1783,1880,0.8260287604234016,0.2565087611075536,134,40
700,258,0.36857142857142855,442,0,1962,3503,0.7140271412800916,0.3983063565413538,182,103
826,579,0.7009685230024213,247,0,5687,7899,0.8481858746926105,0.5317411181495033,491,309
166,149,0.8975903614457831,17,0,1215,1467,0.5928421343350938,0.5031128898839468,92,73
858,632,0.7365967365967366,226,0,4172,7660,0.7176510496907235,0.5977526592199502,452,378
274,252,0.9197080291970803,22,0,1767,2507,0.647027636670679,0.36568880194866904,162,92
700,66,0.09428571428571429,634,0,582,833,0.8181241651969788,0.5134957235342367,53,35
720,568,0.7888888888888889,152,0,3629,6083,0.6527615483882658,0.5550502639439845,371,314
186,133,0.7150537634408602,53,0,938,1658,0.6229440372492531,0.355280478559573,80,45
879,791,0.8998862343572241,88,0,7648,10547,0.7151396273141171,0.2863367125273591,566,225
669,52,0.07772795216741404,617,0,519,436,0.557555721063453,0.3904322165451576,27,19
202,129,0.6386138613861386,73,0,1243,1147,0.8797584979993569,0.4294905492264824,111,55
425,76,0.17882352941176471,349,0,540,688,0.6386127485817732,0.27012924148398204,46,19
727,690,0.9491059147180193,37,0,4597,8393,0.8261465310753504,0.2930755179510507,567,202
860,493,0.5732558139534883,367,0,3507,5930,0.776872520912316,0.5506261687351477,383,272
323,50,0.15479876160990713,273,0,546,642,0.6082273857844179,0.34617329836465244,30,17
743,184,0.24764468371467024,559,0,1791,2497,0.7590125445361362,0.5495884941982971,135,101
600,161,0.2683333333333333,439,0,1708,1734,0.8038500914555915,0.5287975232099118,127,84
766,173,0.2258485639686684,593,0,1121,2144,0.8434784677766103,0.4592518902380517,148,78
866,344,0.3972286374133949,522,0,2082,3109,0.7299089657183245,0.2835419222556563,250,98
84,45,0.5357142857142857,39,0,444,431,0.7608495783709608,0.3979951031098432,35,17
584,389,0.666095890410959,195,0,3848,4965,0.7218618077157054,0.5474810631128627,280,213
239,132,0.5523012552301255,107,0,1203,1782,0.7709423634233228,0.5407006657547588,103,71
278,262,0.9424460431654677,16,0,2324,2788,0.752637249927273,0.3200175259876531,197,84
59,47,0.7966101694915254,12,0,359,485,0.5611321763864088,0.4828166321715486,28,24
399,331,0.8295739348370927,68,0,2929,3696,0.5728525575508213,0.47545531907365934,187,158
742,556,0.7493261455525606,186,0,3844,7572,0.7230861473154164,0.3886768189971356,403,216
991,238,0.2401614530776993,753,0,1639,2164,0.8390310052240688,0.25583092435242333,196,60
515,437,0.8485436893203884,78,0,4514,3911,0.8161050948244136,0.500228301512504,355,218
328,88,0.2682926829268293,240,0,928,957,0.66945455510014,0.32458264646923735,59,28
687,59,0.0858806404657933,628,0,389,762,0.7088220803197071,0.5935210396825403,43,35
845,270,0.31952662721893493,575,0,2589,2166,0.7807150716668128,0.47038187444096335,208,126
869,243,0.27963176064441886,626,0,1835,2925,0.6420491870401257,0.5009999381514441,157,120
954,41,0.0429769392033543,913,0,363,544,0.74312337220933,0.4468756915380239,30,17
140,44,0.3142857142857143,96,0,442,453,0.6037069912680832,0.5842849069856408,29,26
429,99,0.23076923076923078,330,0,627,1332,0.7964016263190515,0.5811432141551132,79,57
464,91,0.1961206896551724,373,0,967,752,0.6502494664409055,0.34656721631989323,56,31
425,44,0.10352941176470588,381,0,423,452,0.7594626325925565,0.4273910016402468,36,17
71,52,0.7323943661971831,19,0,549,697,0.8124404087070427,0.5285925446896044,39,28
806,634,0.7866004962779156,172,0,5271,6032,0.8665671030064186,0.5478008635792102,550,346
851,646,0.7591069330199764,205,0,6065,6455,0.8165452073768524,0.5434026761581414,528,352
286,106,0.3706293706293706,180,0,754,1325,0.6069177824066088,0.4947622772304081,62,53
950,876,0.9221052631578948,74,0,9533,9140,0.581155090158699,0.2727116393134616,511,237
577,459,0.7954939341421143,118,0,3256,3713,0.6042110252819715,0.45351280064814214,277,207
318,199,0.6257861635220126,119,0,1829,2347,0.6843917881406525,0.470856893939246,137,91
853,102,0.11957796014067995,751,0,949,1168,0.7545515978217753,0.37441924185176667,76,37
980,323,0.3295918367346939,657,0,3290,4149,0.8070326850054893,0.45900225624530433,260,148
519,46,0.08863198458574181,473,0,335,607,0.764513738534775,0.546383489938449,32,24
396,34,0.08585858585858586,362,0,317,353,0.8774961023484829,0.5916707248262629,30,20
158,42,0.26582278481012656,116,0,418,347,0.7316828589035795,0.5685195258112583,30,24
327,237,0.7247706422018348,90,0,1914,2013,0.8058351440655942,0.309838543702589,189,72
191,96,0.5026178010471204,95,0,919,901,0.7418083210939844,0.48343539280514053,70,47
698,510,0.7306590257879656,188,0,3205,4580,0.8529523838057156,0.5562593942466796,432,282
507,139,0.27416173570019725,368,0,1077,1757,0.67581419558594,0.33419525719061616,94,47
963,185,0.1921079958463136,778,0,1141,2041,0.753372122604534,0.4791795320985663,141,86
831,757,0.910950661853189,74,0,7650,6232,0.8770165875908391,0.336128954223431,662,254
773,443,0.5730918499353169,330,0,4416,6170,0.8216529705391369,0.5268972430710064,363,234
181,81,0.44751381215469616,100,0,886,879,0.6454470698637736,0.38980733631046083,49,33
448,72,0.16071428571428573,376,0,572,942,0.8519986261197712,0.4564977479961495,61,31
428,222,0.5186915887850467,206,0,2083,2591,0.5508462247469664,0.3624960627235067,122,79
89,42,0.47191011235955055,47,0,459,436,0.564633146927351,0.2853964067232566,25,12
889,333,0.374578177727784,556,0,2911,3481,0.5907980703476077,0.3199128132566641,194,106
869,256,0.2945914844649022,613,0,1975,3127,0.7477740088212913,0.392298337102864,192,99
361,115,0.3185595567867036,246,0,894,1263,0.8659023308071148,0.28786436373367297,100,32
781,59,0.07554417413572344,722,0,452,496,0.8314812165586056,0.3073825218725407,46,18
872,872,1.0,0,1,5720,8139,0.7771861897519329,0.35908831956387083,678,312
259,189,0.7297297297297297,70,0,1911,2049,0.7848686826408,0.2802793813560071,151,54
324,133,0.4104938271604938,191,0,1093,1783,0.6990022992849807,0.42966670901128357,90,56
459,436,0.9498910675381264,23,0,3974,4062,0.8353349356187976,0.5941182662352512,363,261
420,247,0.5880952380952381,173,0,1697,2863,0.6502984156297765,0.3653974553729901,163,90
586,284,0.48464163822525597,302,0,2894,3822,0.7769552990916213,0.39235975130139833,218,112
297,87,0.29292929292929293,210,0,711,867,0.6131749276789129,0.551926120180412,52,48
539,167,0.3098330241187384,372,0,1164,2236,0.6608801103066927,0.4731444774804501,109,79
634,231,0.3643533123028391,403,0,1925,2161,0.8511521034326242,0.387550662313883,198,89
416,381,0.9158653846153846,35,0,4005,4571,0.7527528406750189,0.5258399213728155,287,201
170,110,0.6470588235294118,60,0,1170,1515,0.6836866943693183,0.3897603311382615,75,42
120,69,0.575,51,0,468,865,0.829544956322054,0.4923957133004409,55,34
468,111,0.23717948717948717,357,0,832,1468,0.8749797279923623,0.551047578296253,94,60
152,114,0.75,38,0,997,1370,0.6488700544041518,0.4397412567800889,78,49
119,82,0.6890756302521008,37,0,493,869,0.7197445674615502,0.293764349011689,56,22
720,107,0.1486111111111111,613,0,985,1094,0.5591152239682879,0.36556588780548066,58,38
984,305,0.3099593495934959,679,0,2231,2834,0.7464963941269477,0.5287566907872996,225,160
910,670,0.7362637362637363,240,0,6397,5570,0.755413378727259,0.259475727617734,506,174
79,30,0.379746835443038,49,0,201,333,0.6821502543197533,0.44450229258952306,19,13
656,390,0.5945121951219512,266,0,3980,4414,0.6580276620320877,0.5277375344095184,256,207
131,59,0.45038167938931295,72,0,428,788,0.7546820978452309,0.4438094954599258,39,26
674,504,0.7477744807121661,170,0,3987,6006,0.6685250474577792,0.40379654420460176,335,203
407,253,0.6216216216216216,154,0,2452,2968,0.8133511080193906,0.30223947244034355,201,75
200,37,0.185,163,0,248,394,0.6106014676177939,0.2950141211692344,21,10
980,357,0.36428571428571427,623,0,2919,3506,0.8482102712360733,0.35149549918557177,299,125
988,642,0.6497975708502024,346,0,4016,8318,0.7061460397699736,0.46433405208907774,452,298
674,66,0.09792284866468842,608,0,719,779,0.5913809416025312,0.526217695458818,41,34
767,32,0.041720990873533245,735,0,300,297,0.811376964240907,0.5491966669672934,27,18
668,410,0.6137724550898204,258,0,3686,3799,0.5831118997429324,0.5857589186034504,237,238
237,190,0.8016877637130801,47,0,1930,2447,0.8095130407508785,0.43766138324129616,156,83
503,392,0.7793240556660039,111,0,2918,5213,0.7907788567796632,0.45666742426669016,306,180
296,34,0.11486486486486487,262,0,341,306,0.7391170128614366,0.5278442681715196,23,18
82,37,0.45121951219512196,45,0,283,496,0.5879885141946276,0.5988901790357126,23,19
792,764,0.9646464646464646,28,0,5308,7255,0.5727177761965246,0.49496079377339613,437,378
980,868,0.8857142857142857,112,0,8598,11368,0.863220861828681,0.5600496664724788,751,486
256,97,0.37890625,159,0,824,885,0.8252883350248442,0.5094282215383343,82,48
420,72,0.17142857142857143,348,0,577,774,0.8211137668218684,0.3649954351020936,58,25
297,97,0.3265993265993266,200,0,871,1126,0.7469423405666492,0.5765585013018196,76,54
628,313,0.4984076433121019,315,0,3169,3432,0.8299742470837057,0.310968831793071,258,95
379,109,0.287598944591029,270,0,1003,1504,0.6834541409300279,0.25460424819669636,71,28
773,215,0.278137128072445,558,0,2077,2352,0.6609443797851098,0.5376883042545095,142,112
569,468,0.8224956063268892,101,0,4808,4184,0.714589192388401,0.48617281482071617,333,228
697,609,0.8737446197991392,88,0,4595,7113,0.8422538256311033,0.28608291263223184,514,173
862,352,0.40835266821345706,510,0,3360,4911,0.5849801349584351,0.37656623749259577,206,134
399,165,0.41353383458646614,234,0,1330,1443,0.7823328511460557,0.4304455140308075,127,70
610,178,0.29180327868852457,432,0,1135,1515,0.853631657963537,0.34347871566599736,152,62
679,315,0.4639175257731959,364,0,2334,3259,0.7955409261165312,0.3892677013909652,249,123
609,476,0.7816091954022989,133,0,3149,5526,0.6511491048905933,0.49131676113803646,310,235
144,57,0.3958333333333333,87,0,466,624,0.7574624362760751,0.4258467428081024,43,24
275,68,0.24727272727272728,207,0,713,788,0.6609477795986419,0.4182966326579083,44,28
993,281,0.28298086606243705,712,0,2230,2906,0.845409213506811,0.5268622368907855,237,146
583,248,0.42538593481989706,335,0,1968,2362,0.8374535690722804,0.5920624742728541,204,148
51,44,0.8627450980392157,7,0,449,562,0.814000869850594,0.5334009166048774,36,24
779,757,0.9717586649550706,22,0,6857,6166,0.8537599696467368,0.34890579567706187,647,264
852,218,0.25586854460093894,634,0,1371,2678,0.8890429832349929,0.2657581564056226,193,57
848,530,0.625,318,0,5199,4965,0.6711265604398953,0.45223532463406296,354,241
642,577,0.8987538940809969,65,0,5507,7300,0.5783749937056336,0.538713410923809,335,311
223,53,0.23766816143497757,170,0,439,478,0.8185144872427096,0.5326613732568909,45,27
983,892,0.9074262461851476,91,0,8081,7696,0.6793887684047246,0.4190580202765582,609,373
486,448,0.9218106995884774,38,0,4782,5053,0.6951917083062775,0.33596571276415454,313,150
525,491,0.9352380952380952,34,0,3411,6347,0.8218125242895303,0.42676595999626377,402,210
249,200,0.8032128514056225,49,0,1711,2540,0.8622147265799252,0.3681546840527944,171,74
113,112,0.9911504424778761,1,0,1162,1253,0.6979309972562391,0.5652210263654271,80,62
866,578,0.6674364896073903,288,0,4055,7078,0.7362881696356847,0.5233639219208504,426,300
607,177,0.2915980230642504,430,0,1512,2255,0.5921171288298205,0.4238217036957281,102,74
346,263,0.7601156069364162,83,0,1777,3539,0.8856577161616206,0.5390879115471096,230,141
840,660,0.7857142857142857,180,0,5975,7108,0.7707092780824261,0.30774978299789346,509,204
456,235,0.5153508771929824,221,0,2540,2619,0.8271695848065255,0.3048237897187953,194,72
726,223,0.3071625344352617,503,0,1766,2491,0.8466685811266745,0.5477243377330685,191,121
201,168,0.835820895522388,33,0,1675,2151,0.8873607866056429,0.39622344508528373,150,66
587,552,0.9403747870528109,35,0,4765,7464,0.7998436831192698,0.2991746732053239,439,166
904,773,0.8550884955752213,131,0,5928,6615,0.7078407928489453,0.5462133995607391,544,423
391,132,0.3375959079283887,259,0,1136,1851,0.8633593162573436,0.543571276986195,116,70
384,258,0.671875,126,0,2167,2316,0.6575178489247157,0.5052992476506317,168,129
385,246,0.638961038961039,139,0,2408,3349,0.6061152575083008,0.3822697781989485,149,92
658,190,0.2887537993920973,468,0,1572,1937,0.7318442790773271,0.5755565202111831,134,109
904,583,0.6449115044247787,321,0,4635,5735,0.6632826144268613,0.3209086984660807,386,187
932,269,0.2886266094420601,663,0,2582,3633,0.7375943772085722,0.5942883863847763,197,159
66,58,0.8787878787878788,8,0,620,519,0.8923791818919133,0.4972965578743499,50,29
818,135,0.16503667481662593,683,0,967,1184,0.6503458188869709,0.5094489374409692,84,69
851,799,0.9388954171562868,52,0,8693,10059,0.5952964957284458,0.3539569745925341,474,282
355,83,0.23380281690140844,272,0,758,838,0.612288271704599,0.2533622609224606,48,20
465,102,0.21935483870967742,363,0,1103,1312,0.8720208034225159,0.4608800591172335,87,46
600,84,0.14,516,0,556,684,0.7436533092377258,0.34580212983519276,61,30
810,449,0.554320987654321,361,0,4822,4945,0.8642724031996607,0.26562150545696644,387,120
461,37,0.08026030368763558,424,0,404,410,0.8285845642769927,0.5267740242462104,30,19
134,61,0.4552238805970149,73,0,499,743,0.7626671878984952,0.36912594937491683,46,22
123,115,0.9349593495934959,8,0,984,1099,0.5888489946739552,0.3232962893229705,68,38
939,412,0.4387646432374867,527,0,3293,4789,0.6034108888012087,0.5363187101766306,250,221
